spec,op_name,task_count_total,warmup_dropped,task_count_hot,p50_us,p95_us,mean_us,population_std_us,population_cv,min_us,max_us,block_dim,block_dim_set,aiv_mte2_ratio_median,aiv_vec_ratio_median,aiv_scalar_ratio_median,aiv_mte3_ratio_median,acc,op_summary_csv
f16_5d_bcast,Greater,1050,150,900,4.661,5.06,4.671237777777777,0.21453700824373598,0.04592722923768538,4.2,5.38,20,[20],0.315,0.173,0.734,0.082,PASS,specs/f16_5d_bcast/profile/PROF_000001_20260831193953658_LABQLINFPIIGNPMB/mindstudio_profiler_output/op_summary_20260831194009.csv
f16_tail_same,Greater,1050,150,900,43.792,44.92294999999999,43.679246666666664,0.8196413546586497,0.018765006661256134,42.142,46.022,20,[20],0.946,0.309,0.478,0.211,PASS,specs/f16_tail_same/profile/PROF_000001_20260831194016702_PELNIFCBKQHHDFBC/mindstudio_profiler_output/op_summary_20260831194032.csv
f16_tail_bouter,Greater,1050,150,900,34.962,36.742,35.11125,0.6975991596181864,0.019868251902686075,33.781,38.501,40,[40],0.627,0.287,0.297,0.41,PASS,specs/f16_tail_bouter/profile/PROF_000001_20260831194039418_IGQHNJLHCJNGQRCC/mindstudio_profiler_output/op_summary_20260831194055.csv
f16_tail_bouter_rev,Greater,1050,150,900,34.961,36.701,35.08886111111111,0.7584436825491828,0.02161494156642824,33.381,38.902,40,[40],0.624,0.289,0.299,0.411,PASS,specs/f16_tail_bouter_rev/profile/PROF_000001_20260831194102755_EMCAGNQOCFMLLIQB/mindstudio_profiler_output/op_summary_20260831194118.csv
f16_tail_binner,Greater,1050,150,900,39.6415,40.702,39.65444111111111,0.6274564348568034,0.01582310624675507,38.181,42.301,40,[40],0.44,0.402,0.472,0.322,PASS,specs/f16_tail_binner/profile/PROF_000001_20260831194125937_FKJQDQLDIFRQMAPA/mindstudio_profiler_output/op_summary_20260831194142.csv
f16_tail_binner_rev,Greater,1050,150,900,38.5715,39.54295,38.62632,0.5536957205300881,0.014334674401550241,37.101,41.261,40,[40],0.425,0.414,0.485,0.313,PASS,specs/f16_tail_binner_rev/profile/PROF_000001_20260831194149758_GDJRNLQDFERLFDKA/mindstudio_profiler_output/op_summary_20260831194205.csv
f16_p1_rows2,Greater,1050,150,900,2.94,3.14,2.9424244444444443,0.10907373582542039,0.03706934124727015,2.7,3.3,1,[1],0.3425,0.127,0.624,0.12,PASS,specs/f16_p1_rows2/profile/PROF_000001_20260831194212621_QLLKRQIARCGLGCLC/mindstudio_profiler_output/op_summary_20260831194226.csv
f16_p1_rows2_rev,Greater,1050,150,900,2.94,3.18,2.962568888888889,0.10757267687417915,0.036310607755866996,2.74,3.4,1,[1],0.329,0.126,0.61,0.145,PASS,specs/f16_p1_rows2_rev/profile/PROF_000001_20260831194234108_NHLGLGOMNNPDCAKB/mindstudio_profiler_output/op_summary_20260831194249.csv
f16_p1_partial_tail,Greater,1050,150,900,58.682,59.322,58.689388888888885,0.38015098446229806,0.006477337584516381,57.502,60.842,16,[16],0.536,0.403,0.348,0.453,PASS,specs/f16_p1_partial_tail/profile/PROF_000001_20260831194256785_BRGIMRHIHHDBMKHB/mindstudio_profiler_output/op_summary_20260831194311.csv
f16_p2_5d_tail,Greater,1050,150,900,3.96,4.18005,3.973177777777778,0.11883308347592038,0.029908826164427114,3.74,4.441,2,[2],0.301,0.221,0.587,0.125,PASS,specs/f16_p2_5d_tail/profile/PROF_000001_20260831194318822_DFODGRKDQRCNQFEB/mindstudio_profiler_output/op_summary_20260831194333.csv
f16_p1_large_inner,Greater,1050,150,900,235.149,236.75,235.02165333333335,1.1175802391476568,0.004755222437153834,232.069,238.55,40,[40],0.95,0.315,0.424,0.686,PASS,specs/f16_p1_large_inner/profile/PROF_000001_20260831194340913_EOJPONOCCOIQEOFC/mindstudio_profiler_output/op_summary_20260831194359.csv
f16_p2_large_inner,Greater,1050,150,900,452.578,455.158,452.75038666666666,1.325377699391553,0.0029273916454263574,449.778,458.418,20,[20],0.665,0.403,0.551,0.451,PASS,specs/f16_p2_large_inner/profile/PROF_000001_20260831194406988_NBEMGDOFDRAROEHC/mindstudio_profiler_output/op_summary_20260831194425.csv
f16_p1_tiny_inner_big,Greater,1050,150,900,1402.086,1413.0829999999999,1402.4869555555556,6.271061945176982,0.004471387003163161,1385.855,1433.037,40,[40],0.778,0.201,0.171,0.756,PASS,specs/f16_p1_tiny_inner_big/profile/PROF_000001_20260831194433141_RDOQGKCCMDBEBHGC/mindstudio_profiler_output/op_summary_20260831194451.csv
f16_p2_tiny_inner_big,Greater,1050,150,900,1451.688,1464.1809500000002,1452.0696655555555,6.941046020620317,0.004780105380112533,1434.238,1478.199,40,[40],0.769,0.205,0.174,0.773,PASS,specs/f16_p2_tiny_inner_big/profile/PROF_000001_20260831194459083_OBRNHGGOKLPEHLGC/mindstudio_profiler_output/op_summary_20260831194517.csv
